n,t,i,p,u,v
550,6.099999999999994,1,-,-,-
551,6.099999999999994,2,-,-,-
552,6.099999999999994,3,0.001624942007095092,5.3648313130397295e-05,1.7873313390408235e-05
553,6.099999999999994,1,-,-,-
554,6.099999999999994,2,-,-,-
555,6.099999999999994,3,0.001643194349784368,5.146883686680448e-05,1.5352435019379604e-05
556,6.099999999999994,1,-,-,-
557,6.099999999999994,2,-,-,-
558,6.099999999999994,3,0.001814064632956942,5.6942774888473386e-05,1.6204113915882474e-05
559,6.199999999999994,1,-,-,-
560,6.199999999999994,2,-,-,-
561,6.199999999999994,3,0.0019140484742372395,6.0595514631070884e-05,1.6021267548281352e-05
562,6.199999999999994,1,-,-,-
563,6.199999999999994,2,-,-,-
564,6.199999999999994,3,0.0019347986343441442,6.281383063867672e-05,1.6654864147000474e-05
565,6.199999999999994,1,-,-,-
566,6.199999999999994,2,-,-,-
567,6.199999999999994,3,0.0021014602700241375,7.066068937104368e-05,1.7882926831993338e-05
568,6.299999999999994,1,-,-,-
569,6.299999999999994,2,-,-,-
570,6.299999999999994,3,0.002081002574067521,7.569161620853844e-05,1.6168691363492563e-05
571,6.299999999999994,1,-,-,-
572,6.299999999999994,2,-,-,-
573,6.299999999999994,3,0.00197971372828399,7.103644539440735e-05,1.5362703181508345e-05
574,6.299999999999994,1,-,-,-
575,6.299999999999994,2,-,-,-
576,6.299999999999994,3,0.002033396903951833,8.482249247228006e-05,1.5098659148877624e-05
577,6.399999999999993,1,-,-,-
578,6.399999999999993,2,-,-,-
579,6.399999999999993,3,0.0017865673349557619,7.155610412289629e-05,1.5073107344161493e-05
580,6.399999999999993,1,-,-,-
581,6.399999999999993,2,-,-,-
582,6.399999999999993,3,0.0015479386781858488,6.0008667042330394e-05,1.5076125964530523e-05
583,6.399999999999993,1,-,-,-
584,6.399999999999993,2,-,-,-
585,6.399999999999993,3,0.0014481382452143973,5.77932693806959e-05,1.4206520827448961e-05
586,6.499999999999993,1,-,-,-
587,6.499999999999993,2,-,-,-
588,6.499999999999993,3,0.0010689692745153461,4.6200247036016004e-05,1.4099567899424098e-05
589,6.499999999999993,1,-,-,-
590,6.499999999999993,2,-,-,-
591,6.499999999999993,3,0.0008308218262005423,3.518731258632695e-05,1.3506848173149029e-05
592,6.499999999999993,1,-,-,-
593,6.499999999999993,2,-,-,-
594,6.499999999999993,3,0.0007459881175532047,3.246711472617547e-05,1.5356449366450507e-05
595,6.5999999999999925,1,-,-,-
596,6.5999999999999925,2,-,-,-
597,6.5999999999999925,3,0.0007463528811045885,3.2585960155706e-05,1.313411482255324e-05
598,6.5999999999999925,1,-,-,-
599,6.5999999999999925,2,-,-,-
600,6.5999999999999925,3,0.0008584743556778443,3.707573518176316e-05,1.5696233955640854e-05
601,6.5999999999999925,1,-,-,-
602,6.5999999999999925,2,-,-,-
603,6.5999999999999925,3,0.0011068522506112379,4.642697758245317e-05,1.656069832190966e-05
604,6.699999999999992,1,-,-,-
605,6.699999999999992,2,-,-,-
606,6.699999999999992,3,0.001357823735596781,5.406054312249332e-05,1.2978661275571036e-05
607,6.699999999999992,1,-,-,-
608,6.699999999999992,2,-,-,-
609,6.699999999999992,3,0.0014594807628834795,5.7072833884880104e-05,1.298428096796174e-05
610,6.699999999999992,1,-,-,-
611,6.699999999999992,2,-,-,-
612,6.699999999999992,3,0.001684718913155386,6.52570810506329e-05,1.672122061535027e-05
613,6.799999999999992,1,-,-,-
614,6.799999999999992,2,-,-,-
615,6.799999999999992,3,0.0017603227384649788,6.546667396357005e-05,1.2022505887576e-05
616,6.799999999999992,1,-,-,-
617,6.799999999999992,2,-,-,-
618,6.799999999999992,3,0.0017346593639382855,6.493129484951447e-05,2.0298755377368143e-05
619,6.799999999999992,1,-,-,-
620,6.799999999999992,2,-,-,-
621,6.799999999999992,3,0.0018386366373370105,6.574515887986298e-05,1.4028312716539335e-05
622,6.8999999999999915,1,-,-,-
623,6.8999999999999915,2,-,-,-
624,6.8999999999999915,3,0.0017476898305301752,6.11249944177718e-05,1.1991049554453281e-05
625,6.8999999999999915,1,-,-,-
626,6.8999999999999915,2,-,-,-
627,6.8999999999999915,3,0.001642459376879221,5.6102749799727e-05,1.6241323890594394e-05
628,6.8999999999999915,1,-,-,-
629,6.8999999999999915,2,-,-,-
630,6.8999999999999915,3,0.0016541583579493294,5.5652751754794525e-05,1.0693233549056495e-05
631,6.999999999999991,1,-,-,-
632,6.999999999999991,2,-,-,-
633,6.999999999999991,3,0.0015091715691513095,5.218500479902986e-05,1.0545687635412273e-05
634,6.999999999999991,1,-,-,-
635,6.999999999999991,2,-,-,-
636,6.999999999999991,3,0.0013972613323127076,4.947285668325797e-05,1.4162502297762202e-05
637,6.999999999999991,1,-,-,-
638,6.999999999999991,2,-,-,-
639,6.999999999999991,3,0.001399462350896128,5.542836398547955e-05,1.2498659707492025e-05
640,7.099999999999991,1,-,-,-
641,7.099999999999991,2,-,-,-
642,7.099999999999991,3,0.0012926339705615212,5.132973469886604e-05,1.0924212708473e-05
643,7.099999999999991,1,-,-,-
644,7.099999999999991,2,-,-,-
645,7.099999999999991,3,0.001211232674094702,4.992616602176947e-05,1.1476465568831632e-05
646,7.099999999999991,1,-,-,-
647,7.099999999999991,2,-,-,-
648,7.099999999999991,3,0.0012562231731895938,5.340342118441071e-05,1.1384445537044962e-05
649,7.19999999999999,1,-,-,-
650,7.19999999999999,2,-,-,-
651,7.19999999999999,3,0.0012015741315434215,5.228377041046784e-05,1.1368102777641658e-05
652,7.19999999999999,1,-,-,-
653,7.19999999999999,2,-,-,-
654,7.19999999999999,3,0.0011466365379947808,5.007539287420085e-05,1.2120207741121772e-05
655,7.19999999999999,1,-,-,-
656,7.19999999999999,2,-,-,-
657,7.19999999999999,3,0.001225562203045348,5.399290580346975e-05,1.1147403046189787e-05
658,7.29999999999999,1,-,-,-
659,7.29999999999999,2,-,-,-
660,7.29999999999999,3,0.0011984145206912285,5.2026992165579545e-05,1.0699640413011474e-05
661,7.29999999999999,1,-,-,-
662,7.29999999999999,2,-,-,-
663,7.29999999999999,3,0.0011597488982823033,4.964015483169403e-05,1.7930440110155462e-05
664,7.29999999999999,1,-,-,-
665,7.29999999999999,2,-,-,-
666,7.29999999999999,3,0.0012492303985228463,5.229431076882335e-05,1.1751503737862497e-05
667,7.39999999999999,1,-,-,-
668,7.39999999999999,2,-,-,-
669,7.39999999999999,3,0.0012374670719329179,4.971111846862578e-05,1.1091124623002403e-05
670,7.39999999999999,1,-,-,-
671,7.39999999999999,2,-,-,-
672,7.39999999999999,3,0.0012109919249578987,4.858512114134831e-05,1.1807652030977093e-05
673,7.39999999999999,1,-,-,-
674,7.39999999999999,2,-,-,-
675,7.39999999999999,3,0.0012977264408887438,5.0529698289135394e-05,1.1976405004939266e-05
676,7.499999999999989,1,-,-,-
677,7.499999999999989,2,-,-,-
678,7.499999999999989,3,0.0012948829162784607,4.8941486317676726e-05,1.0450138687852403e-05
679,7.499999999999989,1,-,-,-
680,7.499999999999989,2,-,-,-
681,7.499999999999989,3,0.0012681491715278615,4.78127599140417e-05,1.3157344331544227e-05
682,7.499999999999989,1,-,-,-
683,7.499999999999989,2,-,-,-
684,7.499999999999989,3,0.0013436913926655155,5.1466670280139137e-05,1.812825800090492e-05
685,7.599999999999989,1,-,-,-
686,7.599999999999989,2,-,-,-
687,7.599999999999989,3,0.0013233374791214202,5.0936058819704134e-05,1.0386062804221664e-05
688,7.599999999999989,1,-,-,-
689,7.599999999999989,2,-,-,-
690,7.599999999999989,3,0.001274117926406085,7.616924348630117e-05,1.4959724928076822e-05
691,7.599999999999989,1,-,-,-
692,7.599999999999989,2,-,-,-
693,7.599999999999989,3,0.001326256352264129,5.247502378659983e-05,1.113409788710683e-05
694,7.699999999999989,1,-,-,-
695,7.699999999999989,2,-,-,-
696,7.699999999999989,3,0.0012629029464628766,5.0976394882348847e-05,9.57855215627668e-06
697,7.699999999999989,1,-,-,-
698,7.699999999999989,2,-,-,-
699,7.699999999999989,3,0.0011857036519760632,4.925131921932012e-05,1.2067721755429182e-05
700,7.699999999999989,1,-,-,-
701,7.699999999999989,2,-,-,-
702,7.699999999999989,3,0.0012131758147013744,5.0343320361829244e-05,1.4104711909848732e-05
703,7.799999999999988,1,-,-,-
704,7.799999999999988,2,-,-,-
705,7.799999999999988,3,0.0011262400755168095,4.638315301069358e-05,1.0251345218500488e-05
706,7.799999999999988,1,-,-,-
707,7.799999999999988,2,-,-,-
708,7.799999999999988,3,0.0010512706260856688,4.3442689781168715e-05,2.03398383671786e-05
709,7.799999999999988,1,-,-,-
710,7.799999999999988,2,-,-,-
711,7.799999999999988,3,0.0010780688591205368,4.501732867342328e-05,1.1597645839371602e-05
712,7.899999999999988,1,-,-,-
713,7.899999999999988,2,-,-,-
714,7.899999999999988,3,0.0010232899652593166,4.153197181924799e-05,8.267683672099426e-06
715,7.899999999999988,1,-,-,-
716,7.899999999999988,2,-,-,-
717,7.899999999999988,3,0.000981518737919487,4.0440037451910855e-05,1.7658459188202076e-05
718,7.899999999999988,1,-,-,-
719,7.899999999999988,2,-,-,-
720,7.899999999999988,3,0.0010349921754158125,4.3175115094111785e-05,1.0941263346450225e-05
721,7.999999999999988,1,-,-,-
722,7.999999999999988,2,-,-,-
723,7.999999999999988,3,0.0010234285027941803,4.165526110593624e-05,9.24440263183797e-06
724,7.999999999999988,1,-,-,-
725,7.999999999999988,2,-,-,-
726,7.999999999999988,3,0.0009996110331571936,4.489149192947831e-05,1.3621822995056751e-05
727,7.999999999999988,1,-,-,-
728,7.999999999999988,2,-,-,-
729,7.999999999999988,3,0.0010665110443027752,4.412925353361127e-05,1.3218436856791458e-05
730,8.099999999999987,1,-,-,-
731,8.099999999999987,2,-,-,-
732,8.099999999999987,3,0.001054658758136589,4.3451546228221753e-05,8.308824965632918e-06
733,8.099999999999987,1,-,-,-
734,8.099999999999987,2,-,-,-
735,8.099999999999987,3,0.0010217909100642593,4.229858787278562e-05,2.5424878714501427e-05
736,8.099999999999987,1,-,-,-
737,8.099999999999987,2,-,-,-
738,8.099999999999987,3,0.0010776508153391227,4.435729600788556e-05,1.335954144492221e-05
739,8.199999999999987,1,-,-,-
740,8.199999999999987,2,-,-,-
741,8.199999999999987,3,0.0010462355559599683,4.250986186862437e-05,9.086283493980933e-06
742,8.199999999999987,1,-,-,-
743,8.199999999999987,2,-,-,-
744,8.199999999999987,3,0.0010032592011818525,4.0548167047539645e-05,8.81682423340849e-06
745,8.199999999999987,1,-,-,-
746,8.199999999999987,2,-,-,-
747,8.199999999999987,3,0.0010461606155914508,4.233644064408506e-05,1.026281375496094e-05
748,8.299999999999986,1,-,-,-
749,8.299999999999986,2,-,-,-
750,8.299999999999986,3,0.0010071635834470192,3.9995740119780586e-05,8.460689911729078e-06
751,8.299999999999986,1,-,-,-
752,8.299999999999986,2,-,-,-
753,8.299999999999986,3,0.0009644878675531017,3.823752979903992e-05,9.509976548955156e-06
754,8.299999999999986,1,-,-,-
755,8.299999999999986,2,-,-,-
756,8.299999999999986,3,0.0010046039263348291,4.159908996100103e-05,9.768927928143192e-06
757,8.399999999999986,1,-,-,-
758,8.399999999999986,2,-,-,-
759,8.399999999999986,3,0.0009703995706203071,3.8281699148534844e-05,7.4800415124152285e-06
760,8.399999999999986,1,-,-,-
761,8.399999999999986,2,-,-,-
762,8.399999999999986,3,0.0009327927623405541,3.959227324206316e-05,3.456528394276043e-05
763,8.399999999999986,1,-,-,-
764,8.399999999999986,2,-,-,-
765,8.399999999999986,3,0.0009756899242867209,3.934389778747977e-05,1.2243946377619215e-05
766,8.499999999999986,1,-,-,-
767,8.499999999999986,2,-,-,-
768,8.499999999999986,3,0.0009478168283163018,3.750519866582577e-05,7.373589865950417e-06
769,8.499999999999986,1,-,-,-
770,8.499999999999986,2,-,-,-
771,8.499999999999986,3,0.0009142089861362783,3.898661952326302e-05,3.163595310578272e-05
772,8.499999999999986,1,-,-,-
773,8.499999999999986,2,-,-,-
774,8.499999999999986,3,0.0009589482239714467,3.849478548883257e-05,9.356521652721185e-06
775,8.599999999999985,1,-,-,-
776,8.599999999999985,2,-,-,-
777,8.599999999999985,3,0.0009341681981956665,3.775594443516144e-05,8.123593677945456e-06
778,8.599999999999985,1,-,-,-
779,8.599999999999985,2,-,-,-
780,8.599999999999985,3,0.0009017914291506635,3.543427704201323e-05,1.1837628614499137e-05
781,8.599999999999985,1,-,-,-
782,8.599999999999985,2,-,-,-
783,8.599999999999985,3,0.0009461719879192682,3.730883965430446e-05,9.764515327156934e-06
784,8.699999999999985,1,-,-,-
785,8.699999999999985,2,-,-,-
786,8.699999999999985,3,0.0009208791443786137,3.5784725069539906e-05,7.728562107950158e-06
787,8.699999999999985,1,-,-,-
788,8.699999999999985,2,-,-,-
789,8.699999999999985,3,0.0008877238059106812,3.465792212640598e-05,7.676509157725603e-06
790,8.699999999999985,1,-,-,-
791,8.699999999999985,2,-,-,-
792,8.699999999999985,3,0.0009296749952281455,3.608407883771555e-05,8.417112830403606e-06
793,8.799999999999985,1,-,-,-
794,8.799999999999985,2,-,-,-
795,8.799999999999985,3,0.0009020320988277916,3.520964157241571e-05,1.0815258975956132e-05
796,8.799999999999985,1,-,-,-
797,8.799999999999985,2,-,-,-
798,8.799999999999985,3,0.000868178478750671,3.387929224502228e-05,7.70242562521055e-06
799,8.799999999999985,1,-,-,-
800,8.799999999999985,2,-,-,-
801,8.799999999999985,3,0.0009077059452975153,3.6416410047967774e-05,1.2420949826131863e-05
802,8.899999999999984,1,-,-,-
803,8.899999999999984,2,-,-,-
804,8.899999999999984,3,0.0008800053365752848,3.543100857988928e-05,8.558652002410105e-06
805,8.899999999999984,1,-,-,-
806,8.899999999999984,2,-,-,-
807,8.899999999999984,3,0.0008477083538701365,3.470191689283834e-05,1.2490298638485508e-05
808,8.899999999999984,1,-,-,-
809,8.899999999999984,2,-,-,-
810,8.899999999999984,3,0.0008861956143509426,3.549412910222215e-05,9.482667797489846e-06
811,8.999999999999984,1,-,-,-
812,8.999999999999984,2,-,-,-
813,8.999999999999984,3,0.0008616117714832841,3.4377930939390625e-05,6.940550949252797e-06
814,8.999999999999984,1,-,-,-
815,8.999999999999984,2,-,-,-
816,8.999999999999984,3,0.0008324197657634648,3.8266006750828916e-05,4.4348922340439284e-05
817,8.999999999999984,1,-,-,-
818,8.999999999999984,2,-,-,-
819,8.999999999999984,3,0.0008710781032268295,3.62409379001343e-05,1.2990917516688213e-05
820,9.099999999999984,1,-,-,-
821,9.099999999999984,2,-,-,-
822,9.099999999999984,3,0.0008497243879468187,3.407496465268517e-05,6.715246149741812e-06
823,9.099999999999984,1,-,-,-
824,9.099999999999984,2,-,-,-
825,9.099999999999984,3,0.0008224825750793407,3.456431916356769e-05,1.9616481963466485e-05
826,9.099999999999984,1,-,-,-
827,9.099999999999984,2,-,-,-
828,9.099999999999984,3,0.0008617040542848854,3.346409820312068e-05,7.99929109141073e-06
829,9.199999999999983,1,-,-,-
830,9.199999999999983,2,-,-,-
831,9.199999999999983,3,0.0008419374498893301,3.191587637001334e-05,7.694358603926327e-06
832,9.199999999999983,1,-,-,-
833,9.199999999999983,2,-,-,-
834,9.199999999999983,3,0.0008155546363548974,3.897559448704601e-05,2.846035867057463e-05
835,9.199999999999983,1,-,-,-
836,9.199999999999983,2,-,-,-
837,9.199999999999983,3,0.0008541868237364809,3.2556995103790775e-05,1.2685497316114613e-05
838,9.299999999999983,1,-,-,-
839,9.299999999999983,2,-,-,-
840,9.299999999999983,3,0.0008344565443746752,3.17323288890603e-05,6.755339020029283e-06
841,9.299999999999983,1,-,-,-
842,9.299999999999983,2,-,-,-
843,9.299999999999983,3,0.0008076867180562351,3.10957326420796e-05,1.49138370352398e-05
844,9.299999999999983,1,-,-,-
845,9.299999999999983,2,-,-,-
846,9.299999999999983,3,0.0008457786800716584,3.27360574379435e-05,9.801955886035872e-06
847,9.399999999999983,1,-,-,-
848,9.399999999999983,2,-,-,-
849,9.399999999999983,3,0.0008256289890389408,3.2176192912757497e-05,8.310330393699048e-06
850,9.399999999999983,1,-,-,-
851,9.399999999999983,2,-,-,-
852,9.399999999999983,3,0.0007992906305710737,3.228542733823092e-05,1.7742154090407186e-05
853,9.399999999999983,1,-,-,-
854,9.399999999999983,2,-,-,-
855,9.399999999999983,3,0.0008362025107303748,3.759003660805409e-05,1.055776842890682e-05
856,9.499999999999982,1,-,-,-
857,9.499999999999982,2,-,-,-
858,9.499999999999982,3,0.0008162725118844444,3.171108168958572e-05,8.808514911873491e-06
859,9.499999999999982,1,-,-,-
860,9.499999999999982,2,-,-,-
861,9.499999999999982,3,0.0007907731031669497,3.3781127999582065e-05,1.6575330598647927e-05
862,9.499999999999982,1,-,-,-
863,9.499999999999982,2,-,-,-
864,9.499999999999982,3,0.0008269822194385865,3.2194906387079775e-05,9.439509536657368e-06
865,9.599999999999982,1,-,-,-
866,9.599999999999982,2,-,-,-
867,9.599999999999982,3,0.0008085242291648444,3.092847749916841e-05,6.442710771326685e-06
868,9.599999999999982,1,-,-,-
869,9.599999999999982,2,-,-,-
870,9.599999999999982,3,0.000784393308530763,3.5558665023911516e-05,1.3688838165511243e-05
871,9.599999999999982,1,-,-,-
872,9.599999999999982,2,-,-,-
873,9.599999999999982,3,0.0008209476993291116,3.171254372650846e-05,1.488294584763821e-05
874,9.699999999999982,1,-,-,-
875,9.699999999999982,2,-,-,-
876,9.699999999999982,3,0.0008043951186241649,3.032698996368413e-05,6.4771647193405666e-06
877,9.699999999999982,1,-,-,-
878,9.699999999999982,2,-,-,-
879,9.699999999999982,3,0.0007814760769499782,3.635653916968518e-05,1.548344431806717e-05
880,9.699999999999982,1,-,-,-
881,9.699999999999982,2,-,-,-
882,9.699999999999982,3,0.0008182121345342609,3.213761141918349e-05,1.127695384737103e-05
883,9.799999999999981,1,-,-,-
884,9.799999999999981,2,-,-,-
885,9.799999999999981,3,0.0008022503331027937,3.069773550068998e-05,1.3100540104906093e-05
886,9.799999999999981,1,-,-,-
887,9.799999999999981,2,-,-,-
888,9.799999999999981,3,0.0007790575365050966,3.329328714550078e-05,9.267982224306306e-06
889,9.799999999999981,1,-,-,-
890,9.799999999999981,2,-,-,-
891,9.799999999999981,3,0.0008147739561202,3.0465363395377e-05,5.6716949206905195e-06
892,9.89999999999998,1,-,-,-
893,9.89999999999998,2,-,-,-
894,9.89999999999998,3,0.0007970728017822867,2.979399109014612e-05,7.019852899561962e-06
895,9.89999999999998,1,-,-,-
896,9.89999999999998,2,-,-,-
897,9.89999999999998,3,0.0007725591613164514,3.0669806537410156e-05,1.9484919861360407e-05
898,9.89999999999998,1,-,-,-
899,9.89999999999998,2,-,-,-
900,9.89999999999998,3,0.0008061840632346271,3.2083289668110934e-05,1.1874187698757877e-05
901,9.99999999999998,1,-,-,-
902,9.99999999999998,2,-,-,-
903,9.99999999999998,3,0.0007858686374187703,3.0302527579463263e-05,7.251518404107681e-06
904,9.99999999999998,1,-,-,-
905,9.99999999999998,2,-,-,-
906,9.99999999999998,3,0.0007595982997858186,2.8974025835271596e-05,1.0162779982272802e-05
907,9.99999999999998,1,-,-,-
908,9.99999999999998,2,-,-,-
909,9.99999999999998,3,0.0007917263792746402,3.1920341765813254e-05,8.240032880672952e-06
910,10.09999999999998,1,-,-,-
911,10.09999999999998,2,-,-,-
912,10.09999999999998,3,0.000769861119490695,3.0099526491454408e-05,9.025824135213399e-06
913,10.09999999999998,1,-,-,-
914,10.09999999999998,2,-,-,-
915,10.09999999999998,3,0.0007429700451170422,3.7369349874826127e-05,1.4534892660867091e-05
916,10.09999999999998,1,-,-,-
917,10.09999999999998,2,-,-,-
918,10.09999999999998,3,0.0007740095954641666,3.059252757693822e-05,1.2542579554494613e-05
919,10.19999999999998,1,-,-,-
920,10.19999999999998,2,-,-,-
921,10.19999999999998,3,0.0007511536665213813,2.9291874012005376e-05,6.909297044902015e-06
922,10.19999999999998,1,-,-,-
923,10.19999999999998,2,-,-,-
924,10.19999999999998,3,0.0007236695302692358,3.1043529668801916e-05,1.1456506335451064e-05
925,10.19999999999998,1,-,-,-
926,10.19999999999998,2,-,-,-
927,10.19999999999998,3,0.0007541536341145397,3.087692552754692e-05,1.4599836934431352e-05
928,10.29999999999998,1,-,-,-
929,10.29999999999998,2,-,-,-
930,10.29999999999998,3,0.0007305055005288044,2.8286596331629486e-05,6.108416719508798e-06
931,10.29999999999998,1,-,-,-
932,10.29999999999998,2,-,-,-
933,10.29999999999998,3,0.0007219205469133884,3.939963999890223e-05,0.00022839129286314654
934,10.29999999999998,1,-,-,-
935,10.29999999999998,2,-,-,-
936,10.29999999999998,3,0.0007334975887231689,2.9335848003176823e-05,1.0694437326805069e-05
937,10.399999999999979,1,-,-,-
938,10.399999999999979,2,-,-,-
939,10.399999999999979,3,0.0007118088779823022,2.767192048203739e-05,6.659895574713919e-06
940,10.399999999999979,1,-,-,-
941,10.399999999999979,2,-,-,-
942,10.399999999999979,3,0.0006873128734036136,2.8628983329959662e-05,1.1787187394227732e-05
943,10.399999999999979,1,-,-,-
944,10.399999999999979,2,-,-,-
945,10.399999999999979,3,0.0007187935558879334,2.9012783088914046e-05,9.400793661874404e-06
946,10.499999999999979,1,-,-,-
947,10.499999999999979,2,-,-,-
948,10.499999999999979,3,0.0007027931240437796,2.6510046735726666e-05,5.724327207998255e-06
949,10.499999999999979,1,-,-,-
950,10.499999999999979,2,-,-,-
951,10.499999999999979,3,0.000683128850443902,5.2559675319982e-05,2.8395511330946536e-05
952,10.499999999999979,1,-,-,-
953,10.499999999999979,2,-,-,-
954,10.499999999999979,3,0.0007171238945233835,2.9192999601711783e-05,2.4444714270768293e-05
955,10.599999999999978,1,-,-,-
956,10.599999999999978,2,-,-,-
957,10.599999999999978,3,0.0007066326837244901,2.6483299109885982e-05,6.8474308238869565e-06
958,10.599999999999978,1,-,-,-
959,10.599999999999978,2,-,-,-
960,10.599999999999978,3,0.0006895073597945165,2.58314088087573e-05,1.4663299489260943e-05
961,10.599999999999978,1,-,-,-
962,10.599999999999978,2,-,-,-
963,10.599999999999978,3,0.0007253444196297064,2.6730114816991374e-05,7.98630873082816e-06
964,10.699999999999978,1,-,-,-
965,10.699999999999978,2,-,-,-
966,10.699999999999978,3,0.000715227896356175,2.638406429561644e-05,7.787491874095108e-06
967,10.699999999999978,1,-,-,-
968,10.699999999999978,2,-,-,-
969,10.699999999999978,3,0.0006971252650217362,3.6629607116163635e-05,1.4203952823651157e-05
970,10.699999999999978,1,-,-,-
971,10.699999999999978,2,-,-,-
972,10.699999999999978,3,0.0007324966163314364,2.7378997966153737e-05,1.0496308445669353e-05
973,10.799999999999978,1,-,-,-
974,10.799999999999978,2,-,-,-
975,10.799999999999978,3,0.0007226251714913119,0.00012214621230977982,8.591284996122758e-06
976,10.799999999999978,1,-,-,-
977,10.799999999999978,2,-,-,-
978,10.799999999999978,3,0.000705056473155459,2.766126394516111e-05,8.669248518964877e-06
979,10.799999999999978,1,-,-,-
980,10.799999999999978,2,-,-,-
981,10.799999999999978,3,0.0007433440184904736,2.9997914473486428e-05,1.1083709127885907e-05
982,10.899999999999977,1,-,-,-
983,10.899999999999977,2,-,-,-
984,10.899999999999977,3,0.0007410781219364149,3.0180101006492296e-05,1.1909281690540323e-05
985,10.899999999999977,1,-,-,-
986,10.899999999999977,2,-,-,-
987,10.899999999999977,3,0.000732007286397704,3.3808843379203814e-05,1.3803718136648993e-05
988,10.899999999999977,1,-,-,-
989,10.899999999999977,2,-,-,-
990,10.899999999999977,3,0.0007781560249411523,3.14803165621261e-05,9.555881204149834e-06
991,10.999999999999977,1,-,-,-
992,10.999999999999977,2,-,-,-
993,10.999999999999977,3,0.0007913049584211392,2.978223737735409e-05,7.96002375918372e-06
994,10.999999999999977,1,-,-,-
995,10.999999999999977,2,-,-,-
996,10.999999999999977,3,0.0007915163232786685,3.405819770555655e-05,1.4240667886591353e-05
997,10.999999999999977,1,-,-,-
998,10.999999999999977,2,-,-,-
999,10.999999999999977,3,0.0008436543075101057,3.61878713454393e-05,1.5120385214197057e-05
1000,11.099999999999977,1,-,-,-
1001,11.099999999999977,2,-,-,-
1002,11.099999999999977,3,0.0008617083061102641,3.0999169552922476e-05,7.683591670999544e-06
1003,11.099999999999977,1,-,-,-
1004,11.099999999999977,2,-,-,-
1005,11.099999999999977,3,0.0008584996109516917,3.498379846056743e-05,1.1325022470610981e-05
1006,11.099999999999977,1,-,-,-
1007,11.099999999999977,2,-,-,-
1008,11.099999999999977,3,0.000905469688751198,3.2447363394595295e-05,2.1035691731430173e-05
1009,11.199999999999976,1,-,-,-
1010,11.199999999999976,2,-,-,-
1011,11.199999999999976,3,0.000904704646285987,3.152244527397166e-05,8.645580005124694e-06
1012,11.199999999999976,1,-,-,-
1013,11.199999999999976,2,-,-,-
1014,11.199999999999976,3,0.0008824681732926773,3.0421281557157196e-05,1.2745559284089782e-05
1015,11.199999999999976,1,-,-,-
1016,11.199999999999976,2,-,-,-
1017,11.199999999999976,3,0.0009155290939140656,3.308763668111234e-05,1.3815847243219606e-05
1018,11.299999999999976,1,-,-,-
1019,11.299999999999976,2,-,-,-
1020,11.299999999999976,3,0.0008893938376523139,3.0366599295647515e-05,1.0376532645245774e-05
1021,11.299999999999976,1,-,-,-
1022,11.299999999999976,2,-,-,-
1023,11.299999999999976,3,0.0008476020240341926,7.644858427339798e-05,9.076792368625231e-06
1024,11.299999999999976,1,-,-,-
1025,11.299999999999976,2,-,-,-
1026,11.299999999999976,3,0.0008665305638156039,2.9534276609696616e-05,9.07258567214777e-06
1027,11.399999999999975,1,-,-,-
1028,11.399999999999975,2,-,-,-
1029,11.399999999999975,3,0.0008214623429683899,2.8780487960126148e-05,1.0147485484922733e-05
1030,11.399999999999975,1,-,-,-
1031,11.399999999999975,2,-,-,-
1032,11.399999999999975,3,0.0007750033905575817,2.889699423617198e-05,1.1375776808252428e-05
1033,11.399999999999975,1,-,-,-
1034,11.399999999999975,2,-,-,-
1035,11.399999999999975,3,0.000794033843482258,2.8800028856138652e-05,1.2487793998475328e-05
1036,11.499999999999975,1,-,-,-
1037,11.499999999999975,2,-,-,-
1038,11.499999999999975,3,0.0007557836639436157,3.998257337750516e-05,1.0126703075941046e-05
1039,11.499999999999975,1,-,-,-
1040,11.499999999999975,2,-,-,-
1041,11.499999999999975,3,0.0007210157997196785,2.7517068429723735e-05,1.711940974197813e-05
1042,11.499999999999975,1,-,-,-
1043,11.499999999999975,2,-,-,-
1044,11.499999999999975,3,0.0007529761789769186,2.793670521483974e-05,9.316366307113457e-06
1045,11.599999999999975,1,-,-,-
1046,11.599999999999975,2,-,-,-
1047,11.599999999999975,3,0.0007323613630235438,2.758613374933788e-05,9.054206261579033e-06
1048,11.599999999999975,1,-,-,-
1049,11.599999999999975,2,-,-,-
1050,11.599999999999975,3,0.0007087393518344546,2.920530662727686e-05,1.2654676195206322e-05
1051,11.599999999999975,1,-,-,-
1052,11.599999999999975,2,-,-,-
1053,11.599999999999975,3,0.000746096112466863,3.1323056852165816e-05,1.2746381188128928e-05
1054,11.699999999999974,1,-,-,-
1055,11.699999999999974,2,-,-,-
1056,11.699999999999974,3,0.0007255509818131045,2.747578791409222e-05,9.420247916350194e-06
1057,11.699999999999974,1,-,-,-
1058,11.699999999999974,2,-,-,-
1059,11.699999999999974,3,0.0006986143246490207,2.6208856922835073e-05,1.2052249063002936e-05
1060,11.699999999999974,1,-,-,-
1061,11.699999999999974,2,-,-,-
1062,11.699999999999974,3,0.0007282136784012894,5.3178884305741214e-05,1.0442646261341848e-05
1063,11.799999999999974,1,-,-,-
1064,11.799999999999974,2,-,-,-
1065,11.799999999999974,3,0.0006970513999682088,2.5631315811860583e-05,6.72357905999079e-06
