n,t,i,p,u,v
9478,105.29999999999829,1,-,-,-
9479,105.29999999999829,2,-,-,-
9480,105.29999999999829,3,0.0005445779782658267,3.296471175304034e-05,5.695635063391987e-05
9481,105.29999999999829,1,-,-,-
9482,105.29999999999829,2,-,-,-
9483,105.29999999999829,3,0.000522455364900316,3.201727698107506e-05,4.522464542157961e-05
9484,105.29999999999829,1,-,-,-
9485,105.29999999999829,2,-,-,-
9486,105.29999999999829,3,0.0005261904665913233,3.099900909149979e-05,4.47210277351612e-05
9487,105.39999999999829,1,-,-,-
9488,105.39999999999829,2,-,-,-
9489,105.39999999999829,3,0.0005356321394635768,3.2973232642037156e-05,5.70143710964959e-05
9490,105.39999999999829,1,-,-,-
9491,105.39999999999829,2,-,-,-
9492,105.39999999999829,3,0.0005136819097106644,3.045677674024232e-05,4.424558446985526e-05
9493,105.39999999999829,1,-,-,-
9494,105.39999999999829,2,-,-,-
9495,105.39999999999829,3,0.0005183488777559391,6.180892476446795e-05,4.700923099329209e-05
9496,105.49999999999828,1,-,-,-
9497,105.49999999999828,2,-,-,-
9498,105.49999999999828,3,0.0005285822536974154,5.298826653846881e-05,5.707708333025957e-05
9499,105.49999999999828,1,-,-,-
9500,105.49999999999828,2,-,-,-
9501,105.49999999999828,3,0.000507535496042278,3.1029473838810356e-05,4.536578000997513e-05
9502,105.49999999999828,1,-,-,-
9503,105.49999999999828,2,-,-,-
9504,105.49999999999828,3,0.0005124630067831586,3.0419946637695167e-05,4.399528113533028e-05
9505,105.59999999999827,1,-,-,-
9506,105.59999999999827,2,-,-,-
9507,105.59999999999827,3,0.0005238297441204623,3.332659354265427e-05,5.713055863594197e-05
9508,105.59999999999827,1,-,-,-
9509,105.59999999999827,2,-,-,-
9510,105.59999999999827,3,0.0005029993698042881,2.9563711802253747e-05,4.460186311324851e-05
9511,105.59999999999827,1,-,-,-
9512,105.59999999999827,2,-,-,-
9513,105.59999999999827,3,0.0005086262896593707,3.208441009947626e-05,4.501962362780032e-05
9514,105.69999999999827,1,-,-,-
9515,105.69999999999827,2,-,-,-
9516,105.69999999999827,3,0.00052215204717558,3.311004737979987e-05,5.7006682349822495e-05
9517,105.69999999999827,1,-,-,-
9518,105.69999999999827,2,-,-,-
9519,105.69999999999827,3,0.0005023064727360257,2.985095195203442e-05,4.504541407544316e-05
9520,105.69999999999827,1,-,-,-
9521,105.69999999999827,2,-,-,-
9522,105.69999999999827,3,0.000508625179984215,3.0329098906796782e-05,4.4721962710806786e-05
9523,105.79999999999826,1,-,-,-
9524,105.79999999999826,2,-,-,-
9525,105.79999999999826,3,0.0005241210768820658,3.42918678335523e-05,5.723762640774112e-05
9526,105.79999999999826,1,-,-,-
9527,105.79999999999826,2,-,-,-
9528,105.79999999999826,3,0.000505152586586391,3.074699622656678e-05,4.5323689962243764e-05
9529,105.79999999999826,1,-,-,-
9530,105.79999999999826,2,-,-,-
9531,105.79999999999826,3,0.0005123782714788873,2.9867818741917085e-05,4.3166847061914487e-05
9532,105.89999999999826,1,-,-,-
9533,105.89999999999826,2,-,-,-
9534,105.89999999999826,3,0.0005299455494017976,3.319787790112493e-05,5.7016194472527645e-05
9535,105.89999999999826,1,-,-,-
9536,105.89999999999826,2,-,-,-
9537,105.89999999999826,3,0.0005122443008457021,2.949537790690861e-05,4.339336335519511e-05
9538,105.89999999999826,1,-,-,-
9539,105.89999999999826,2,-,-,-
9540,105.89999999999826,3,0.0005204732710645989,3.2021309614276e-05,4.509590103184934e-05
9541,105.99999999999825,1,-,-,-
9542,105.99999999999825,2,-,-,-
9543,105.99999999999825,3,0.00053976646038795,3.337251503009174e-05,5.706145085322471e-05
9544,105.99999999999825,1,-,-,-
9545,105.99999999999825,2,-,-,-
9546,105.99999999999825,3,0.0005230831063852356,3.0042073875229483e-05,4.371230976420463e-05
9547,105.99999999999825,1,-,-,-
9548,105.99999999999825,2,-,-,-
9549,105.99999999999825,3,0.0005318878311511702,3.356072257755792e-05,4.468725100473968e-05
9550,106.09999999999825,1,-,-,-
9551,106.09999999999825,2,-,-,-
9552,106.09999999999825,3,0.0005524958387471182,3.371894513401144e-05,5.799283826772167e-05
9553,106.09999999999825,1,-,-,-
9554,106.09999999999825,2,-,-,-
9555,106.09999999999825,3,0.0005366663529573209,3.0383564126618574e-05,4.4304350517920625e-05
9556,106.09999999999825,1,-,-,-
9557,106.09999999999825,2,-,-,-
9558,106.09999999999825,3,0.0005459638205071848,3.110754003779152e-05,4.3376563335751886e-05
9559,106.19999999999824,1,-,-,-
9560,106.19999999999824,2,-,-,-
9561,106.19999999999824,3,0.0005673213856446875,3.420256376899986e-05,5.729776517897132e-05
9562,106.19999999999824,1,-,-,-
9563,106.19999999999824,2,-,-,-
9564,106.19999999999824,3,0.0005517251554020054,2.9786018781832256e-05,4.351299992358635e-05
9565,106.19999999999824,1,-,-,-
9566,106.19999999999824,2,-,-,-
9567,106.19999999999824,3,0.0005611788845998337,3.0531939614610574e-05,4.369463441318996e-05
9568,106.29999999999824,1,-,-,-
9569,106.29999999999824,2,-,-,-
9570,106.29999999999824,3,0.0005829856076504978,3.3862383867262564e-05,5.739176954574072e-05
9571,106.29999999999824,1,-,-,-
9572,106.29999999999824,2,-,-,-
9573,106.29999999999824,3,0.0005680711321745152,3.170648391482136e-05,4.692835614913455e-05
9574,106.29999999999824,1,-,-,-
9575,106.29999999999824,2,-,-,-
9576,106.29999999999824,3,0.0005773551439927561,3.0644975812741286e-05,4.3677698777724115e-05
9577,106.39999999999823,1,-,-,-
9578,106.39999999999823,2,-,-,-
9579,106.39999999999823,3,0.000599410871251148,3.405063821468041e-05,5.741859340941817e-05
9580,106.39999999999823,1,-,-,-
9581,106.39999999999823,2,-,-,-
9582,106.39999999999823,3,0.0005846212996608823,3.016542198949625e-05,4.376451947910577e-05
9583,106.39999999999823,1,-,-,-
9584,106.39999999999823,2,-,-,-
9585,106.39999999999823,3,0.0005938955955595682,3.229739967677205e-05,4.424203019877056e-05
9586,106.49999999999822,1,-,-,-
9587,106.49999999999822,2,-,-,-
9588,106.49999999999822,3,0.0006162937691389336,3.4643569300976797e-05,5.7505452276550906e-05
9589,106.49999999999822,1,-,-,-
9590,106.49999999999822,2,-,-,-
9591,106.49999999999822,3,0.0006015404922232297,3.0544640434066704e-05,4.3819106518946484e-05
9592,106.49999999999822,1,-,-,-
9593,106.49999999999822,2,-,-,-
9594,106.49999999999822,3,0.000610996307879674,6.24523859945129e-05,4.366018115647871e-05
9595,106.59999999999822,1,-,-,-
9596,106.59999999999822,2,-,-,-
9597,106.59999999999822,3,0.0006335031381380044,3.761023827364069e-05,5.748905287341372e-05
9598,106.59999999999822,1,-,-,-
9599,106.59999999999822,2,-,-,-
9600,106.59999999999822,3,0.0006187093740845927,6.995855310055548e-05,4.767235920653099e-05
9601,106.59999999999822,1,-,-,-
9602,106.59999999999822,2,-,-,-
9603,106.59999999999822,3,0.0006276989106930564,6.469667504641233e-05,4.4356712939325706e-05
9604,106.69999999999821,1,-,-,-
9605,106.69999999999821,2,-,-,-
9606,106.69999999999821,3,0.0006493396517171253,3.49922696036295e-05,5.779014990019702e-05
9607,106.69999999999821,1,-,-,-
9608,106.69999999999821,2,-,-,-
9609,106.69999999999821,3,0.000634375628375366,3.116242357437709e-05,4.5454705229961264e-05
9610,106.69999999999821,1,-,-,-
9611,106.69999999999821,2,-,-,-
9612,106.69999999999821,3,0.0006429196825013774,3.17154963372307e-05,4.399854127006313e-05
9613,106.7999999999982,1,-,-,-
9614,106.7999999999982,2,-,-,-
9615,106.7999999999982,3,0.000664134641506296,3.4750945084508724e-05,5.777493840133269e-05
9616,106.7999999999982,1,-,-,-
9617,106.7999999999982,2,-,-,-
9618,106.7999999999982,3,0.000648862425941836,3.115399827500017e-05,4.528636799713841e-05
9619,106.7999999999982,1,-,-,-
9620,106.7999999999982,2,-,-,-
9621,106.7999999999982,3,0.0006571423264732591,3.1738093359821156e-05,4.4316678442442715e-05
9622,106.8999999999982,1,-,-,-
9623,106.8999999999982,2,-,-,-
9624,106.8999999999982,3,0.0006777683465341779,3.488275563890308e-05,5.7990586235677155e-05
9625,106.8999999999982,1,-,-,-
9626,106.8999999999982,2,-,-,-
9627,106.8999999999982,3,0.0006617586360199751,3.095251227284783e-05,4.443019526906806e-05
9628,106.8999999999982,1,-,-,-
9629,106.8999999999982,2,-,-,-
9630,106.8999999999982,3,0.0006696616034445624,3.2160068450050536e-05,4.4822700658482777e-05
9631,106.9999999999982,1,-,-,-
9632,106.9999999999982,2,-,-,-
9633,106.9999999999982,3,0.0006892977253674966,3.502053520467026e-05,5.8168809116951834e-05
9634,106.9999999999982,1,-,-,-
9635,106.9999999999982,2,-,-,-
9636,106.9999999999982,3,0.0006730187247805688,3.120853497638001e-05,4.452610580031727e-05
9637,106.9999999999982,1,-,-,-
9638,106.9999999999982,2,-,-,-
9639,106.9999999999982,3,0.0006800846663678943,3.287139290420354e-05,4.5075838806481127e-05
9640,107.09999999999819,1,-,-,-
9641,107.09999999999819,2,-,-,-
9642,107.09999999999819,3,0.0006982336404437421,3.503978224866896e-05,5.8401339350255773e-05
9643,107.09999999999819,1,-,-,-
9644,107.09999999999819,2,-,-,-
9645,107.09999999999819,3,0.0006814383621419559,3.115742049555151e-05,4.474201578170425e-05
9646,107.09999999999819,1,-,-,-
9647,107.09999999999819,2,-,-,-
9648,107.09999999999819,3,0.0006879564673385443,3.190228179583483e-05,4.5538501771223045e-05
9649,107.19999999999818,1,-,-,-
9650,107.19999999999818,2,-,-,-
9651,107.19999999999818,3,0.0007050686566355533,3.485820923267471e-05,5.852878831292368e-05
9652,107.19999999999818,1,-,-,-
9653,107.19999999999818,2,-,-,-
9654,107.19999999999818,3,0.0006876521213929758,3.081360916833913e-05,4.4890914421074816e-05
9655,107.19999999999818,1,-,-,-
9656,107.19999999999818,2,-,-,-
9657,107.19999999999818,3,0.0006930350069508373,3.287535220938606e-05,4.4783407847151506e-05
9658,107.29999999999818,1,-,-,-
9659,107.29999999999818,2,-,-,-
9660,107.29999999999818,3,0.0007094584298382727,3.501370556880998e-05,5.869978234954699e-05
9661,107.29999999999818,1,-,-,-
9662,107.29999999999818,2,-,-,-
9663,107.29999999999818,3,0.0006912178433339793,3.10993036659694e-05,4.655582154118324e-05
9664,107.29999999999818,1,-,-,-
9665,107.29999999999818,2,-,-,-
9666,107.29999999999818,3,0.000696836759540009,3.1638889815209794e-05,4.4970559479501476e-05
9667,107.39999999999817,1,-,-,-
9668,107.39999999999817,2,-,-,-
9669,107.39999999999817,3,0.0007114865223442588,3.4832072932626194e-05,5.878178160230825e-05
9670,107.39999999999817,1,-,-,-
9671,107.39999999999817,2,-,-,-
9672,107.39999999999817,3,0.0006925408859970667,3.0787005609009766e-05,4.565812323936873e-05
9673,107.39999999999817,1,-,-,-
9674,107.39999999999817,2,-,-,-
9675,107.39999999999817,3,0.0006968951296131723,3.182512954518112e-05,4.568728570629548e-05
9676,107.49999999999817,1,-,-,-
9677,107.49999999999817,2,-,-,-
9678,107.49999999999817,3,0.0007111933947969294,3.4831283866102796e-05,5.8926857713737245e-05
9679,107.49999999999817,1,-,-,-
9680,107.49999999999817,2,-,-,-
9681,107.49999999999817,3,0.0006917491977577672,3.078119048984269e-05,4.515901369966986e-05
9682,107.49999999999817,1,-,-,-
9683,107.49999999999817,2,-,-,-
9684,107.49999999999817,3,0.0006959094909515467,3.554622533567674e-05,4.5760100702288626e-05
9685,107.59999999999816,1,-,-,-
9686,107.59999999999816,2,-,-,-
9687,107.59999999999816,3,0.0007094425141554277,3.518460549438357e-05,5.909545987126596e-05
9688,107.59999999999816,1,-,-,-
9689,107.59999999999816,2,-,-,-
9690,107.59999999999816,3,0.0006895644919415651,3.2610600597227247e-05,4.6234616385699065e-05
9691,107.59999999999816,1,-,-,-
9692,107.59999999999816,2,-,-,-
9693,107.59999999999816,3,0.0006934717178436554,8.515558029304865e-05,4.5650715622497e-05
9694,107.69999999999816,1,-,-,-
9695,107.69999999999816,2,-,-,-
9696,107.69999999999816,3,0.0007050185269500856,4.087944738721835e-05,5.885353706386303e-05
9697,107.69999999999816,1,-,-,-
9698,107.69999999999816,2,-,-,-
9699,107.69999999999816,3,0.0006841713177077118,3.082590062793023e-05,4.618405050178186e-05
9700,107.69999999999816,1,-,-,-
9701,107.69999999999816,2,-,-,-
9702,107.69999999999816,3,0.0006878025109696239,3.23562392078583e-05,4.580119124468869e-05
9703,107.79999999999815,1,-,-,-
9704,107.79999999999815,2,-,-,-
9705,107.79999999999815,3,0.000698525613923148,3.490320600080354e-05,5.9321227410925415e-05
9706,107.79999999999815,1,-,-,-
9707,107.79999999999815,2,-,-,-
9708,107.79999999999815,3,0.0006769690872210836,3.055847883042021e-05,4.524369976452937e-05
9709,107.79999999999815,1,-,-,-
9710,107.79999999999815,2,-,-,-
9711,107.79999999999815,3,0.0006796221383473147,3.119449372588193e-05,4.535678893790637e-05
9712,107.89999999999814,1,-,-,-
9713,107.89999999999814,2,-,-,-
9714,107.89999999999814,3,0.000690464781501106,3.4666821677567766e-05,5.888270898206765e-05
9715,107.89999999999814,1,-,-,-
9716,107.89999999999814,2,-,-,-
9717,107.89999999999814,3,0.0006685349100073956,3.035578492242318e-05,4.513271568147624e-05
9718,107.89999999999814,1,-,-,-
9719,107.89999999999814,2,-,-,-
9720,107.89999999999814,3,0.0006712677840709218,3.3613699047034984e-05,4.52010798329263e-05
9721,107.99999999999814,1,-,-,-
9722,107.99999999999814,2,-,-,-
9723,107.99999999999814,3,0.0006822767803926868,3.448014153790641e-05,5.8678750239655316e-05
9724,107.99999999999814,1,-,-,-
9725,107.99999999999814,2,-,-,-
9726,107.99999999999814,3,0.0006599565170638012,2.999517134615888e-05,4.493490623508558e-05
9727,107.99999999999814,1,-,-,-
9728,107.99999999999814,2,-,-,-
9729,107.99999999999814,3,0.0006626985793770212,3.125017559229767e-05,4.589983736135448e-05
9730,108.09999999999813,1,-,-,-
9731,108.09999999999813,2,-,-,-
9732,108.09999999999813,3,0.0006725608987383456,3.454954862924206e-05,5.875239702608153e-05
9733,108.09999999999813,1,-,-,-
9734,108.09999999999813,2,-,-,-
9735,108.09999999999813,3,0.0006493932838987086,3.0112750890334404e-05,4.546013938886042e-05
9736,108.09999999999813,1,-,-,-
9737,108.09999999999813,2,-,-,-
9738,108.09999999999813,3,0.0006519326272778306,3.1032833657801615e-05,4.5346029936365116e-05
9739,108.19999999999813,1,-,-,-
9740,108.19999999999813,2,-,-,-
9741,108.19999999999813,3,0.0006609552796915168,3.461493582453515e-05,5.898343051210261e-05
9742,108.19999999999813,1,-,-,-
9743,108.19999999999813,2,-,-,-
9744,108.19999999999813,3,0.0006375286915841502,3.0213169974114062e-05,4.541670051506268e-05
9745,108.19999999999813,1,-,-,-
9746,108.19999999999813,2,-,-,-
9747,108.19999999999813,3,0.0006395178941074533,3.093756951598783e-05,4.514312598845585e-05
9748,108.29999999999812,1,-,-,-
9749,108.29999999999812,2,-,-,-
9750,108.29999999999812,3,0.0006477877552809368,3.451158324345266e-05,5.864040468829386e-05
9751,108.29999999999812,1,-,-,-
9752,108.29999999999812,2,-,-,-
9753,108.29999999999812,3,0.0006238937600234999,3.0138661305172486e-05,4.609085541083974e-05
9754,108.29999999999812,1,-,-,-
9755,108.29999999999812,2,-,-,-
9756,108.29999999999812,3,0.0006257454722823145,3.097342862478076e-05,4.517608833942315e-05
9757,108.39999999999812,1,-,-,-
9758,108.39999999999812,2,-,-,-
9759,108.39999999999812,3,0.0006332607044270135,3.506509643470323e-05,5.907757656514378e-05
9760,108.39999999999812,1,-,-,-
9761,108.39999999999812,2,-,-,-
9762,108.39999999999812,3,0.0006088952149883158,3.0283710103291758e-05,4.500263317572665e-05
9763,108.39999999999812,1,-,-,-
9764,108.39999999999812,2,-,-,-
9765,108.39999999999812,3,0.0006107265829198684,3.099355283864109e-05,4.494937910172624e-05
9766,108.49999999999811,1,-,-,-
9767,108.49999999999811,2,-,-,-
9768,108.49999999999811,3,0.0006178845919675897,3.493900449209939e-05,5.870083927414612e-05
9769,108.49999999999811,1,-,-,-
9770,108.49999999999811,2,-,-,-
9771,108.49999999999811,3,0.0005934489133102931,3.0104489664637097e-05,4.5940634476937376e-05
9772,108.49999999999811,1,-,-,-
9773,108.49999999999811,2,-,-,-
9774,108.49999999999811,3,0.0005951159462662303,3.112534840633462e-05,4.62873861095533e-05
9775,108.5999999999981,1,-,-,-
9776,108.5999999999981,2,-,-,-
9777,108.5999999999981,3,0.000601763391451203,3.454739525813462e-05,5.8697359232223284e-05
9778,108.5999999999981,1,-,-,-
9779,108.5999999999981,2,-,-,-
9780,108.5999999999981,3,0.0005774511636062309,3.0128362105111643e-05,4.5069216639040005e-05
9781,108.5999999999981,1,-,-,-
9782,108.5999999999981,2,-,-,-
9783,108.5999999999981,3,0.0005790954470716342,3.106619744664416e-05,4.52835279799926e-05
9784,108.6999999999981,1,-,-,-
9785,108.6999999999981,2,-,-,-
9786,108.6999999999981,3,0.0005858765642696744,3.4772484788102916e-05,5.8696770817875805e-05
9787,108.6999999999981,1,-,-,-
9788,108.6999999999981,2,-,-,-
9789,108.6999999999981,3,0.0005614003422250245,3.028371754016332e-05,4.5935215270584487e-05
9790,108.6999999999981,1,-,-,-
9791,108.6999999999981,2,-,-,-
9792,108.6999999999981,3,0.0005635437889408981,3.1060268189002545e-05,4.541151883854393e-05
9793,108.7999999999981,1,-,-,-
9794,108.7999999999981,2,-,-,-
9795,108.7999999999981,3,0.0005706600776228636,3.4566840442852086e-05,5.880332910713008e-05
9796,108.7999999999981,1,-,-,-
9797,108.7999999999981,2,-,-,-
9798,108.7999999999981,3,0.0005464655775595414,3.123856243746047e-05,4.706461054346021e-05
9799,108.7999999999981,1,-,-,-
9800,108.7999999999981,2,-,-,-
9801,108.7999999999981,3,0.0005488933246945703,3.144286420031624e-05,4.548818866522393e-05
9802,108.89999999999809,1,-,-,-
9803,108.89999999999809,2,-,-,-
9804,108.89999999999809,3,0.0005566519792196585,3.472519055060642e-05,5.903301532181756e-05
9805,108.89999999999809,1,-,-,-
9806,108.89999999999809,2,-,-,-
9807,108.89999999999809,3,0.0005328580416468364,3.0184751652496207e-05,4.595268613464505e-05
9808,108.89999999999809,1,-,-,-
9809,108.89999999999809,2,-,-,-
9810,108.89999999999809,3,0.000535690876857944,3.1233241005358496e-05,4.529084659179847e-05
9811,108.99999999999808,1,-,-,-
9812,108.99999999999808,2,-,-,-
9813,108.99999999999808,3,0.0005446303673200898,3.42628981304075e-05,5.87686957675339e-05
9814,108.99999999999808,1,-,-,-
9815,108.99999999999808,2,-,-,-
9816,108.99999999999808,3,0.0005213110296819075,3.011891539116919e-05,4.708660708218347e-05
9817,108.99999999999808,1,-,-,-
9818,108.99999999999808,2,-,-,-
9819,108.99999999999808,3,0.0005247972520862554,3.118283971339873e-05,4.5403640701794325e-05
9820,109.09999999999808,1,-,-,-
9821,109.09999999999808,2,-,-,-
9822,109.09999999999808,3,0.0005350956558032913,5.232000436579939e-05,5.8821324154865695e-05
9823,109.09999999999808,1,-,-,-
9824,109.09999999999808,2,-,-,-
9825,109.09999999999808,3,0.0005123950188322628,3.0097683182320862e-05,4.531404337589538e-05
9826,109.09999999999808,1,-,-,-
9827,109.09999999999808,2,-,-,-
9828,109.09999999999808,3,0.0005166851054486018,3.42789763366403e-05,4.4732037323677004e-05
9829,109.19999999999807,1,-,-,-
9830,109.19999999999807,2,-,-,-
9831,109.19999999999807,3,0.0005278240410576216,3.427457254499598e-05,5.897237248463631e-05
9832,109.19999999999807,1,-,-,-
9833,109.19999999999807,2,-,-,-
9834,109.19999999999807,3,0.0005059720844882363,3.8311468922682856e-05,4.6461468806195654e-05
9835,109.19999999999807,1,-,-,-
9836,109.19999999999807,2,-,-,-
9837,109.19999999999807,3,0.0005104596539260519,3.1889056025704915e-05,4.518983966782499e-05
9838,109.29999999999806,1,-,-,-
9839,109.29999999999806,2,-,-,-
9840,109.29999999999806,3,0.0005235309151233678,3.4627469789830944e-05,5.8954326739925194e-05
9841,109.29999999999806,1,-,-,-
9842,109.29999999999806,2,-,-,-
9843,109.29999999999806,3,0.0005023865580175211,3.0806929865989176e-05,4.708441628055789e-05
